study_time,idle_time,break_time,tasks_completed,session_time,time_of_day,focus_score
264,72,40,7,385,evening,91
480,180,72,5,600,afternoon,100
186,180,28,5,411,night,100
270,180,40,8,509,evening,100
276,180,41,5,505,afternoon,94
204,180,31,11,433,evening,83
84,138,13,6,245,night,96
156,180,23,6,374,evening,95
150,180,22,9,361,morning,100
338,180,51,11,587,morning,78
283,180,42,7,524,morning,99
204,180,31,6,432,afternoon,100
84,180,13,9,283,afternoon,94
180,180,27,9,398,evening,93
48,180,7,10,251,evening,89
388,180,58,8,600,evening,62
234,180,35,6,466,evening,97
264,180,40,9,503,evening,71
261,180,39,8,495,evening,98
276,180,41,10,511,evening,100
240,180,36,9,472,night,64
288,180,43,12,526,afternoon,97
60,180,9,6,262,morning,100
204,180,31,7,431,afternoon,95
168,156,25,6,367,morning,97
480,180,72,7,600,morning,100
480,180,72,12,600,morning,100
240,180,36,6,467,morning,70
469,180,70,9,600,morning,100
102,174,15,9,303,night,100
462,180,69,7,600,evening,87
84,180,13,8,296,night,81
355,180,53,11,599,evening,89
113,180,17,6,317,night,79
264,18,40,11,328,afternoon,83
176,174,26,11,389,afternoon,90
120,180,18,8,336,morning,100
480,180,72,11,600,afternoon,100
408,108,61,10,596,evening,100
252,180,38,9,482,morning,74
408,180,61,7,600,afternoon,98
429,180,64,5,600,morning,100
270,180,40,5,503,afternoon,61
420,180,63,10,600,afternoon,86
96,180,14,10,302,evening,75
318,180,48,6,553,evening,77
366,180,55,11,600,morning,85
264,180,40,11,494,afternoon,100
258,180,39,9,484,evening,76
318,180,48,9,555,morning,100
204,180,31,6,425,night,74
390,180,58,7,600,morning,83
264,108,40,7,431,evening,100
258,180,39,8,491,afternoon,87
150,180,22,9,364,afternoon,73
156,180,23,8,377,evening,73
5,174,5,9,194,night,98
384,174,58,12,600,afternoon,100
234,162,35,7,440,afternoon,88
318,180,48,9,554,morning,88
354,180,53,11,600,morning,88
270,180,40,11,498,morning,98
186,102,28,6,323,morning,100
289,180,43,9,519,evening,77
156,180,23,9,365,morning,86
252,180,38,11,484,afternoon,95
156,180,23,11,365,afternoon,96
138,180,21,9,350,morning,88
162,180,24,7,383,evening,74
174,180,26,8,388,evening,90
222,180,33,7,444,night,93
150,180,22,12,365,afternoon,100
114,180,17,8,320,afternoon,62
228,180,34,5,461,morning,94
270,180,40,11,508,morning,97
234,180,35,12,461,evening,100
96,180,14,11,308,morning,100
341,180,51,9,587,night,100
174,180,26,8,396,morning,81
444,180,67,7,600,afternoon,92
384,150,58,5,600,afternoon,100
398,180,60,10,600,night,96
306,54,46,5,411,evening,100
276,180,41,5,507,afternoon,99
198,78,30,6,311,night,98
239,180,36,11,466,night,93
444,180,67,9,600,night,97
378,180,57,7,600,night,82
156,180,23,11,378,evening,100
480,180,72,7,600,evening,97
371,180,56,10,600,morning,88
354,96,53,9,516,night,71
220,180,33,7,439,morning,100
342,180,51,10,583,morning,91
480,180,72,10,600,evening,100
282,180,42,5,519,evening,88
186,180,28,10,403,morning,87
210,180,32,9,429,afternoon,94
258,84,39,11,398,afternoon,88
192,180,29,9,408,morning,99
174,180,26,7,390,evening,90
360,180,54,11,599,afternoon,99
132,180,20,10,343,morning,100
174,180,26,12,390,evening,94
288,180,43,10,528,afternoon,82
270,180,40,10,497,night,89
234,180,35,6,464,afternoon,76
216,48,32,9,302,evening,94
444,180,67,8,600,morning,97
438,180,66,8,600,night,96
318,180,48,7,562,morning,100
480,108,72,8,600,night,80
54,180,8,10,247,morning,82
84,180,13,7,285,afternoon,100
192,180,29,10,414,morning,97
72,180,11,7,269,afternoon,72
210,144,32,9,397,night,95
156,180,23,8,378,evening,72
194,180,29,8,409,morning,84
66,180,10,9,261,afternoon,86
368,180,55,10,600,morning,79
420,180,63,8,600,morning,95
324,96,49,9,481,night,90
318,180,48,7,557,night,100
384,180,58,8,600,night,100
234,150,35,10,431,afternoon,93
12,180,5,10,202,evening,70
297,180,45,6,535,night,91
228,180,34,10,452,morning,87
84,180,13,8,284,night,72
144,96,22,7,277,night,81
192,180,29,12,413,night,91
300,102,45,8,455,afternoon,100
312,180,47,9,554,evening,100
96,180,14,6,305,night,79
306,162,46,7,524,morning,100
186,180,28,9,410,afternoon,72
48,78,7,5,151,evening,80
384,180,58,5,600,morning,95
354,180,53,9,597,afternoon,98
286,180,43,6,526,afternoon,100
273,180,41,6,512,afternoon,87
270,138,40,11,455,afternoon,100
294,180,44,11,534,afternoon,83
342,180,51,9,578,night,98
378,48,57,8,492,morning,100
168,78,25,10,283,night,89
396,180,59,8,600,night,100
216,180,32,6,446,afternoon,93
264,180,40,10,489,night,77
366,180,55,6,600,night,76
156,180,23,6,372,afternoon,98
222,180,33,11,452,evening,97
108,180,16,5,312,night,97
288,90,43,12,426,morning,64
174,180,26,7,397,night,92
258,180,39,12,486,afternoon,100
222,180,33,5,445,night,85
240,180,36,8,473,night,100
246,180,37,6,480,morning,100
390,180,58,8,600,night,90
421,180,63,9,600,evening,95
396,180,59,9,600,afternoon,93
280,180,42,10,509,night,100
258,180,39,12,495,evening,100
426,168,64,10,600,night,93
282,180,42,8,512,evening,96
355,180,53,10,593,morning,95
234,180,35,11,460,afternoon,100
42,180,6,10,237,morning,83
282,180,42,9,516,night,75
246,168,37,5,465,evening,78
35,180,5,6,235,morning,71
184,180,28,8,399,evening,62
296,180,44,9,535,evening,77
156,180,23,10,373,evening,79
360,180,54,10,600,morning,100
114,180,17,6,329,afternoon,93
312,132,47,6,507,night,95
5,180,5,8,199,evening,77
240,174,36,8,456,evening,96
354,180,53,7,600,evening,100
198,150,30,7,389,night,73
318,180,48,9,555,afternoon,100
5,180,5,8,208,evening,70
473,180,71,5,600,morning,100
240,180,36,6,471,evening,85
312,174,47,6,546,evening,95
182,180,27,12,405,afternoon,76
168,174,25,7,374,evening,92
426,180,64,10,600,morning,100
399,180,60,6,600,afternoon,84
5,150,5,10,168,night,85
5,180,5,9,201,afternoon,79
180,180,27,12,401,afternoon,98
294,108,44,5,465,evening,80
336,138,50,9,534,evening,89
216,180,32,8,437,morning,98
66,180,10,11,266,morning,95
342,180,51,10,587,evening,100
252,180,38,8,486,evening,92
372,180,56,7,600,evening,100
300,180,45,6,531,afternoon,100
330,180,50,10,573,night,100
78,180,12,10,282,night,91
294,180,44,12,534,evening,79
150,174,22,10,358,evening,63
209,180,31,11,430,morning,99
456,180,68,5,600,afternoon,91
186,180,28,12,411,afternoon,68
420,162,63,7,600,morning,100
402,180,60,9,600,night,94
330,180,50,5,569,afternoon,99
14,114,5,10,140,night,66
307,180,46,8,542,afternoon,100
96,180,14,5,305,night,87
480,180,72,7,600,morning,95
300,180,45,11,537,night,87
270,180,40,6,509,evening,71
373,180,56,12,600,afternoon,100
390,180,58,10,600,night,100
240,180,36,9,468,evening,52
396,96,59,12,570,evening,92
414,180,62,8,600,afternoon,100
222,180,33,6,451,afternoon,80
246,180,37,8,470,afternoon,97
412,180,62,8,600,afternoon,76
228,180,34,6,453,night,91
90,180,14,9,300,night,74
282,144,42,10,481,night,100
264,180,40,9,500,afternoon,100
60,180,9,9,267,morning,82
54,180,8,10,252,evening,90
336,180,50,10,571,night,89
66,180,10,6,262,night,86
180,180,27,11,398,afternoon,97
222,180,33,12,440,evening,76
342,162,51,10,572,night,84
158,126,24,12,314,afternoon,81
366,180,55,9,600,night,63
181,180,27,10,399,night,60
300,180,45,11,539,afternoon,92
318,180,48,11,554,evening,100
270,180,40,10,500,morning,97
204,180,31,8,427,night,96
330,180,50,8,577,morning,100
234,132,35,11,413,afternoon,100
186,132,28,5,365,evening,93
480,180,72,8,600,morning,95
372,180,56,10,600,night,72
170,180,26,9,383,morning,100
204,150,31,8,402,night,91
180,180,27,7,394,evening,91
451,114,68,11,600,afternoon,100
445,180,67,6,600,afternoon,99
42,180,6,6,237,evening,100
384,180,58,8,600,morning,86
258,180,39,6,496,morning,96
341,180,51,5,588,morning,84
210,114,32,5,364,afternoon,100
76,180,11,8,284,night,100
198,180,30,5,427,evening,100
90,180,14,10,300,night,100
426,180,64,9,600,evening,88
296,180,44,6,536,morning,96
144,156,22,10,337,evening,61
192,60,29,11,287,afternoon,95
366,180,55,8,600,morning,84
276,180,41,10,508,morning,99
124,180,19,6,340,night,89
474,180,71,10,600,night,98
198,180,30,5,413,evening,100
374,72,56,10,508,evening,86
48,180,7,11,240,morning,80
264,180,40,6,501,afternoon,96
132,180,20,5,351,evening,81
318,156,48,6,541,afternoon,90
150,180,22,8,367,morning,100
168,180,25,10,380,night,79
156,180,23,6,378,evening,100
342,180,51,11,580,evening,88
78,180,12,6,286,morning,92
300,180,45,11,534,evening,74
132,168,20,5,334,afternoon,83
414,180,62,7,600,afternoon,100
210,180,32,11,436,night,69
144,120,22,5,293,morning,100
324,180,49,9,568,evening,78
192,180,29,9,420,afternoon,84
144,180,22,5,354,night,68
449,180,67,7,600,morning,100
234,180,35,5,459,afternoon,84
318,180,48,8,560,afternoon,97
5,180,5,7,203,evening,92
258,180,39,8,483,night,100
186,48,28,7,276,morning,84
378,180,57,9,600,evening,83
276,180,41,11,510,morning,79
264,180,40,6,497,evening,79
150,156,22,10,336,evening,92
5,168,5,7,183,night,99
330,180,50,9,575,afternoon,100
30,180,5,6,220,afternoon,71
354,180,53,5,600,morning,97
222,180,33,11,454,afternoon,100
216,180,32,10,438,morning,100
12,180,5,5,206,night,89
342,180,51,5,583,morning,100
198,180,30,11,419,night,93
126,180,19,9,341,afternoon,92
210,180,32,5,431,afternoon,98
186,180,28,12,409,evening,98
408,120,61,8,600,morning,88
180,180,27,7,406,night,95
480,180,72,9,600,morning,100
203,180,30,11,419,afternoon,100
282,180,42,8,517,evening,83
162,180,24,11,380,morning,72
264,180,40,9,500,night,74
210,180,32,11,440,evening,56
150,180,22,10,369,night,64
210,180,32,10,433,afternoon,89
384,180,58,5,600,night,91
162,180,24,5,374,morning,94
156,180,23,6,370,morning,95
324,90,49,9,471,morning,100
276,180,41,6,515,night,100
198,180,30,12,425,morning,85
223,180,33,8,447,evening,98
276,180,41,6,512,night,78
114,180,17,11,322,morning,82
414,180,62,7,600,night,100
390,180,58,7,600,morning,67
378,180,57,7,600,afternoon,100
192,180,29,11,407,afternoon,100
321,180,48,9,560,afternoon,92
258,180,39,12,490,evening,80
144,168,22,5,340,afternoon,95
270,180,40,11,501,morning,82
186,180,28,11,403,night,90
216,144,32,11,410,morning,100
276,180,41,8,502,night,87
282,180,42,12,522,morning,78
426,156,64,11,600,evening,88
84,126,13,6,237,night,72
365,180,55,8,600,morning,72
282,180,42,10,519,afternoon,99
336,180,50,9,573,morning,94
78,180,12,11,281,morning,89
228,144,34,8,416,evening,99
332,114,50,7,512,evening,75
288,180,43,6,529,evening,86
270,180,40,11,503,afternoon,98
306,180,46,11,541,afternoon,98
102,180,15,7,316,afternoon,63
257,180,39,7,487,night,96
5,180,5,9,208,morning,83
246,180,37,6,479,afternoon,100
186,138,28,9,359,night,98
5,144,5,7,169,afternoon,70
318,180,48,6,565,night,100
264,120,40,11,432,night,89
204,54,31,12,294,evening,89
282,144,42,7,482,afternoon,97
267,180,40,6,504,morning,82
300,180,45,8,541,night,72
306,180,46,7,546,evening,100
377,180,57,7,600,afternoon,97
6,180,5,8,206,afternoon,74
318,180,48,8,561,morning,99
384,180,58,8,600,morning,79
384,132,58,12,582,morning,82
312,180,47,10,556,morning,98
253,180,38,8,480,evening,100
174,180,26,11,396,night,100
126,174,19,11,337,morning,82
150,180,22,10,359,morning,90
96,180,14,8,301,afternoon,92
66,180,10,9,264,night,42
294,180,44,8,531,evening,82
216,180,32,12,438,night,75
246,180,37,6,481,night,77
252,180,38,5,479,evening,97
106,180,16,5,316,afternoon,69
150,108,22,11,299,morning,72
306,162,46,8,533,afternoon,78
30,162,5,11,204,morning,90
138,180,21,10,356,afternoon,63
360,180,54,12,600,evening,97
333,180,50,8,568,afternoon,100
432,132,65,10,600,afternoon,100
24,180,5,11,227,night,77
480,180,72,7,600,evening,82
156,180,23,8,376,evening,94
282,180,42,8,518,afternoon,92
270,180,40,6,509,afternoon,91
480,180,72,10,600,afternoon,96
141,180,21,5,354,evening,76
180,180,27,9,400,evening,82
318,180,48,9,553,afternoon,91
310,180,46,7,554,afternoon,88
54,108,8,10,189,morning,100
54,66,8,8,140,night,94
312,180,47,10,553,afternoon,85
264,180,40,12,500,morning,100
222,180,33,10,442,evening,100
324,180,49,9,566,night,100
342,180,51,10,589,morning,94
228,180,34,9,448,evening,72
186,180,28,9,406,night,84
362,180,54,9,600,morning,100
282,72,42,9,402,afternoon,74
48,180,7,12,248,afternoon,94
138,114,21,6,287,afternoon,83
363,180,54,10,600,afternoon,100
138,180,21,5,344,evening,99
240,72,36,9,353,night,85
474,180,71,9,600,afternoon,100
288,180,43,11,518,morning,100
156,180,23,5,368,evening,85
360,48,54,8,468,evening,97
300,180,45,6,536,night,79
252,180,38,11,480,evening,91
342,180,51,6,584,night,79
408,174,61,10,600,morning,82
84,180,13,5,291,morning,91
24,180,5,8,215,afternoon,89
217,180,33,7,447,evening,98
252,78,38,9,379,evening,87
264,180,40,7,498,afternoon,97
240,180,36,6,465,evening,100
54,180,8,7,247,evening,75
432,120,65,11,600,night,92
5,180,5,6,203,night,65
198,180,30,8,416,morning,88
174,180,26,6,395,morning,100
168,180,25,9,390,evening,95
174,78,26,11,292,afternoon,100
268,180,40,10,497,afternoon,73
228,180,34,7,448,afternoon,98
204,180,31,10,425,afternoon,90
246,180,37,10,476,night,100
474,180,71,7,600,afternoon,100
216,180,32,6,441,night,88
378,180,57,6,600,afternoon,98
282,180,42,5,519,evening,100
252,180,38,11,480,afternoon,100
133,114,20,11,278,evening,100
204,180,31,5,430,morning,100
186,180,28,6,412,night,93
24,72,5,6,110,morning,77
432,180,65,7,600,morning,91
366,180,55,7,600,night,100
306,180,46,9,541,morning,98
139,180,21,6,355,evening,95
210,180,32,10,435,morning,100
352,180,53,9,591,afternoon,84
220,180,33,5,447,evening,98
456,180,68,11,600,afternoon,88
108,180,16,12,314,afternoon,100
234,132,35,9,408,evening,86
366,180,55,10,600,night,100
48,180,7,9,247,night,83
204,180,31,6,425,evening,100
330,180,50,5,572,evening,100
432,36,65,10,543,evening,99
480,180,72,8,600,night,85
132,180,20,7,348,morning,99
228,180,34,11,457,evening,84
240,180,36,5,473,evening,66
324,180,49,7,571,evening,100
102,180,15,6,302,evening,68
339,168,51,10,569,morning,96
222,150,33,11,415,evening,100
312,180,47,12,554,afternoon,96
228,180,34,11,449,morning,97
396,180,59,9,600,morning,98
150,180,22,5,362,morning,84
204,180,31,12,432,evening,96
204,180,31,7,432,evening,64
480,168,72,7,600,night,100
354,180,53,10,599,afternoon,100
78,180,12,9,281,morning,69
330,180,50,6,573,afternoon,73
294,180,44,12,527,night,100
330,180,50,8,568,afternoon,100
132,180,20,5,339,afternoon,97
186,150,28,10,381,evening,93
132,168,20,12,325,evening,93
312,180,47,8,552,evening,99
234,180,35,7,460,afternoon,70
306,66,46,9,431,morning,91
300,180,45,9,544,morning,93
151,180,23,11,363,morning,66
156,180,23,10,367,night,94
228,84,34,6,360,afternoon,94
354,126,53,7,540,evening,95
186,180,28,10,411,morning,96
5,180,5,8,204,evening,70
228,180,34,9,450,night,100
324,150,49,7,528,evening,90
174,180,26,8,385,evening,79
42,180,6,8,237,afternoon,91
336,180,50,6,571,afternoon,71
174,180,26,11,394,afternoon,92
162,120,24,10,318,afternoon,100
282,180,42,8,522,night,65
144,180,22,8,363,morning,97
168,180,25,9,389,morning,76
174,126,26,8,334,morning,63
348,150,52,7,561,night,99
300,180,45,11,539,afternoon,92
306,108,46,8,465,evening,85
210,180,32,9,438,night,98
480,180,72,6,600,afternoon,94
271,180,41,10,504,morning,99
126,180,19,7,341,afternoon,100
297,180,45,8,533,night,99
54,180,8,7,253,afternoon,100
228,180,34,9,449,afternoon,100
252,174,38,5,474,night,100
246,180,37,6,482,evening,95
198,180,30,10,417,night,65
270,180,40,6,503,evening,89
468,96,70,12,600,morning,80
366,180,55,11,600,afternoon,99
138,180,21,6,357,afternoon,100
199,180,30,9,422,afternoon,71
234,180,35,5,455,evening,100
282,180,42,6,509,night,68
48,180,7,10,249,afternoon,68
168,180,25,8,378,morning,99
144,180,22,11,363,evening,85
347,180,52,10,590,afternoon,98
432,180,65,6,600,evening,100
318,120,48,6,491,morning,99
480,180,72,11,600,morning,100
210,66,32,6,313,afternoon,77
24,120,5,9,160,evening,100
228,180,34,6,455,afternoon,96
114,180,17,9,328,morning,97
366,180,55,6,600,afternoon,78
258,180,39,6,488,night,100
186,180,28,10,408,night,93
78,180,12,6,287,afternoon,100
378,156,57,5,600,evening,94
402,180,60,5,600,morning,91
204,180,31,5,434,night,96
318,180,48,7,553,afternoon,92
360,180,54,10,600,afternoon,100
480,180,72,10,600,night,95
262,180,39,5,498,morning,69
258,102,39,6,404,afternoon,63
308,180,46,6,542,afternoon,85
384,180,58,5,600,night,100
66,180,10,10,266,evening,90
468,150,70,5,600,afternoon,100
252,42,38,10,349,night,100
168,174,25,7,384,afternoon,91
338,180,51,10,588,morning,95
282,180,42,12,522,afternoon,74
252,180,38,7,481,morning,82
360,180,54,6,600,afternoon,96
5,180,5,7,197,morning,76
402,180,60,10,600,morning,86
276,180,41,7,512,morning,91
312,180,47,9,555,night,89
138,180,21,8,357,night,68
234,180,35,11,459,evening,98
162,180,24,9,384,evening,100
107,180,16,12,313,night,86
162,180,24,5,375,afternoon,84
282,180,42,12,512,night,99
5,150,5,11,170,morning,100
408,144,61,7,600,evening,100
222,180,33,5,452,morning,98
222,180,33,8,440,afternoon,100
219,180,33,6,442,morning,71
215,180,32,5,432,evening,100
264,180,40,6,490,afternoon,100
480,114,72,12,600,afternoon,100
210,114,32,5,362,night,94
354,180,53,8,600,evening,93
144,66,22,9,249,night,95
480,150,72,11,600,evening,97
328,180,49,8,571,evening,73
294,180,44,7,536,night,86
458,180,69,8,600,afternoon,91
5,180,5,11,206,afternoon,92
192,162,29,11,393,evening,93
270,180,40,10,502,night,100
222,180,33,5,442,afternoon,63
282,180,42,7,520,morning,99
126,108,19,8,269,night,98
417,180,63,8,600,night,79
174,180,26,10,392,night,100
78,180,12,6,285,evening,77
78,108,12,7,212,afternoon,75
336,180,50,7,581,morning,98
72,180,11,8,268,evening,77
240,180,36,10,468,morning,99
271,180,41,8,508,afternoon,94
324,180,49,8,568,afternoon,94
5,180,5,6,203,evening,58
336,180,50,12,582,morning,91
270,180,40,10,496,night,96
216,180,32,10,441,night,88
288,180,43,7,521,afternoon,75
306,168,46,9,535,evening,95
396,72,59,5,533,night,97
327,180,49,6,574,night,64
366,180,55,8,600,night,100
480,180,72,6,600,afternoon,100
78,180,12,6,282,morning,87
132,48,20,10,213,night,100
294,174,44,8,517,evening,80
151,180,23,9,371,morning,95
102,120,15,6,253,morning,100
